GENE	RNAseH-Rep1	RNAseH-Rep2	RNAseH-Rep3	PolyA-Rep3	RZ-Rep1	RZ-Rep2	RZ-Rep3
FBgn0036804		44.0534	43.1375	34.0673	46.9472	32.762	33.8865	34.257
FBgn0035024		66.7032	62.3715	67.1066	68.1514	37.2396	39.2364	37.5265
FBgn0033781		64.6241	62.5142	58.6376	67.5621	54.3913	59.0457	54.7853
FBgn0040321		3.51927	3.30506	3.95064	4.07427	4.50469	4.3327	4.39616
FBgn0036805		69.0281	71.3577	70.3827	100.049	91.1414	95.3951	91.2909
FBgn0035025		54.7583	55.2143	53.6352	69.7376	50.8296	53.6757	52.7295
FBgn0033782		2.49236	3.76661	4.0086	2.33865	2.36729	1.45251	1.32804
FBgn0040322		0.577339	0.457447	0.987591	0.594122	0.364215	0.860706	0.582783
FBgn0036806		0.362319	0.685473	0.371867	0.368754	0.251892	0.673117	0.235116
FBgn0035026		52.5923	51.0956	51.431	55.0341	28.6068	31.7578	30.9092
FBgn0033783		49.4506	45.7749	49.038	43.4632	37.5398	39.2421	39.6227
FBgn0028487		19.0305	22.466	20.2718	24.0036	14.5926	17.4071	17.7051
FBgn0040323		4.52506	4.892	5.49736	5.46073	4.11967	5.263	4.4046
FBgn0036807		0	0	0	0	0	0	0
FBgn0035027		46.1165	43.058	44.562	53.5801	16.5457	21.5858	19.3256
FBgn0033784		38.1906	41.0919	40.7406	51.3072	35.4845	38.1053	35.7887
FBgn0085260		5.09453	6.41554	4.39645	7.71075	6.54922	7.68509	6.70968
FBgn0040324		52.0222	67.7124	60.4302	69.9055	67.9005	80.4907	75.1909
FBgn0036808		0	0	0	0	0	0	0
FBgn0035028		45.6029	43.1366	40.1405	51.1235	48.9929	51.7122	50.0905
FBgn0033785		1.98887	2.2738	2.54532	2.29351	2.57854	2.52745	2.45882
FBgn0085261		0.840909	0.891633	1.00546	0.247995	0.707739	0.334773	0.530102
FBgn0036809		0	0	0.0667761	0.046352	0	0.199082	0
FBgn0033787		31.7496	27.4012	30.0528	31.4126	25.4067	23.5715	24.127
FBgn0259791		66.4013	64.624	65.5252	76.1244	43.5143	42.5936	42.5778
FBgn0085263		0.726995	1.1109	0.186539	0	0.442245	1.65974	0.825581
FBgn0033788		18.0303	19.5304	20.6138	20.1559	16.2904	13.0921	15.1363
FBgn0085264		0.143826	0.36874	0.199498	0.322761	0.183729	0.202163	0.233887
FBgn0033789		0.942305	1.91989	0.725354	0.845922	0	0.182691	0.642054
FBgn0085265		0	0	0	0.116988	0	0	0
FBgn0259794		0.0585531	0.0596491	0.180289	0	0	0	0.106389
FBgn0259795		0	0	0.0412251	0	0	0	0
FBgn0085267		0	0	0	0	0	0	0
FBgn0037670		52.8081	53.7986	46.7445	48.2681	60.1635	59.7679	60.5066
FBgn0037671		169.124	168.115	166.176	171.194	149.489	148.761	150.973
FBgn0010651		7.24703	8.10885	7.19415	5.91174	4.39775	6.29069	5.6109
FBgn0005355		56.0449	53.7827	57.7372	55.8772	54.0474	49.5307	55.4885
FBgn0037672		0.889736	0.607181	0.498101	0.461002	0.531775	0.50154	0.881796
FBgn0041191		83.1736	94.3667	84.5454	122.815	40.6609	47.5266	42.1697
FBgn0037675		0	0	0	0	0	0	0
FBgn0037676		0	0.131159	0.0302608	0.0210052	0	0.0492451	0
FBgn0037677		0	0	0	0	0	0	0
FBgn0041194		2.35101	2.46973	2.5587	1.17403	2.01551	1.88014	2.01828
FBgn0037678		0.652717	0.664935	0.33496	0.54252	0.970593	0.915409	1.08714
FBgn0041195		0.0476563	0.0242742	0.0244561	0.016976	0.154615	0.036456	0.0432951
FBgn0037679		26.5862	28.629	27.8514	31.534	28.1459	27.6167	29.5075
FBgn0262900		1.01054	1.80155	2.33364	0.719945	1.63929	0.773043	1.14758
FBgn0000140		104.547	106.856	105.027	103.079	73.2721	80.9064	79.0704
FBgn0028940		0.467345	0.618921	0.431695	0.366247	0.568591	0.500512	0.339661
FBgn0028941		0.429092	0	0.880802	0	0.0696068	0.328246	0.15593
FBgn0028942		0.345902	0.469836	0.355018	0	0.187039	0.176405	0
FBgn0028943		0	0	0.522186	0	0.206333	0.194602	0
FBgn0028944		0	0	0	0	0	0	0
FBgn0028945		0	0	0	0	0.0968783	0.0913702	0
FBgn0032462		0	0	0	0	0	0	0
FBgn0000146		67.5468	68.5272	67.1051	80.1932	69.015	77.9999	76.7575
FBgn0028946		0	0.0684084	0	0	0	0	0
FBgn0000147		83.3865	81.5137	83.2878	100.171	91.1625	95.8424	98.3832
FBgn0028947		0	0	0	0	0	0	0
FBgn0050380		0	0	0.290239	0.201466	0	0.43265	1.28454
FBgn0032464		0.228198	0.531453	0.635664	0.418016	0.31727	0.29926	0.236911
FBgn0028948		0	0	0	0	0	0	0
FBgn0050381		18.7589	19.2696	16.6467	21.6636	20.9541	22.0539	20.7427
FBgn0032465		50.2279	48.2801	50.2833	58.259	43.6284	44.3173	48.3388
FBgn0028949		0	0	0	0	0	0	0
FBgn0050382		700.807	674.947	648.523	703.041	847.819	786.124	829.414
FBgn0050383		1.14685	1.4604	2.05988	2.11073	2.40303	2.12018	2.7784
FBgn0032467		60.7457	56.8321	59.2727	55.9394	51.8203	53.5025	54.024
FBgn0050384		0.243705	0.2128	0.071465	0.0496067	0.0564764	0.079898	0.126516
FBgn0265011		0	0.020581	0	0	0	0.0154547	0
FBgn0050385		0.195819	0.199484	0.301469	0.0348769	0.11912	0.112348	0.0444746
FBgn0036350		0	0	0	0	0	0	0.112363
FBgn0004034		1.11487	0.97349	0.612992	0.226934	0.516722	0.426425	0.434076
FBgn0263772		3.78694	3.92242	4.12645	1.76148	1.51525	1.47427	1.5468
FBgn0050389		53.1566	56.8554	59.5356	60.5579	46.3488	48.8629	49.8872
FBgn0036351		0	0	0.10364	0.0719407	0.0819034	0	0.091738
FBgn0263773		142.823	157.744	156.624	175.663	107.818	121.018	116.311
FBgn0036352		0.0827139	0.0842622	0.424469	0.0589281	0.134177	0.253097	0
FBgn0263774		0.0611148	0.0415059	0.0627254	0.101594	0.0330465	0.140254	0.0740293
FBgn0036353		31.7944	31.4413	29.8832	34.5457	31.8786	33.0406	32.522
FBgn0036354		37.2797	38.9088	42.693	42.1185	38.471	39.3192	38.4822
FBgn0263776		109.431	108.14	106.833	91.6434	62.2854	67.1851	63.5841
FBgn0263777		0	0	0	0	0	0	0
FBgn0036356		32.9159	32.2522	31.8922	38.7856	42.6623	43.4402	42.6869
FBgn0036359		0	0	0	0.111962	0	0	0
FBgn0027620		84.8667	83.4789	84.4995	85.9837	54.4121	62.2246	59.2399
FBgn0027621		38.3132	34.4407	39.2886	25.9251	8.84135	9.12462	8.87271
FBgn0058160		46.138	52.6305	46.0765	63.0857	53.2148	60.3127	63.2313
FBgn0032921		59.8074	64.8905	58.78	73.8537	88.8489	85.491	86.7827
FBgn0031141		0	0	0	0	0	0	0
FBgn0032922		17.3003	16.6654	15.0809	18.2695	19.5099	17.9669	21.3994
FBgn0031142		0.113169	0.269003	0.232302	0.1075	0.122387	0.173143	0.342707
FBgn0000606		0.0606901	0	0.124579	0	0	0	0.0608222
FBgn0032923		45.535	43.2403	45.8809	56.1567	43.0413	40.5285	36.3779
FBgn0031143		102.55	94.9027	83.9958	108.127	85.2182	90.9569	85.8525
FBgn0032924		101.811	103.567	102.69	122.565	117.13	113.665	118.99
FBgn0031144		46.3854	41.2871	45.2785	45.5693	33.3571	35.9536	35.9979
FBgn0032925		134.37	121.838	136.609	147.842	122.776	131.351	125.472
FBgn0031145		253.512	254.742	248.073	316.933	287.725	292.83	291.96
FBgn0031146		0	0	0	0.100005	0.105115	0	0
FBgn0031148		134.346	119.919	122.951	117.383	92.9441	91.537	92.7845
FBgn0032929		103.092	96.0586	100.161	120.486	93.3583	98.2206	97.3875
FBgn0031149		126.408	123.264	128.859	132.696	104.087	115.962	112.208
FBgn0028490		38.1841	35.4521	38.8466	35.4029	21.0645	23.3063	19.753
FBgn0036810		0	0	0	0	0.117332	0.0553303	0.131421
FBgn0028491		2.14884	1.97892	2.35656	2.06688	1.6901	1.71235	1.94256
FBgn0036811		29.9875	29.6001	27.7105	34.3732	35.3881	39.8681	37.8669
FBgn0035031		1.51137	0.962287	1.06645	0.336484	1.53233	1.58972	1.20143
FBgn0015872		11.1307	9.89217	10.9571	11.6098	11.3586	12.8529	10.5689
FBgn0014092		43.8853	54.3074	49.1332	67.2429	68.7245	73.5005	75.4732
FBgn0036812		34.7643	37.1754	36.6716	44.61	24.6518	27.8381	26.4576
FBgn0035032		495.536	481.865	511.835	437.171	532.03	502.909	528.407
FBgn0036813		78.7173	67.702	81.3069	63.3846	60.0674	63.6172	64.4144
FBgn0035033		47.3251	44.0733	48.1629	55.0049	51.1507	50.2676	52.9768
FBgn0028494		47.26	48.6437	48.8847	48.7551	32.5866	38.9845	33.8013
FBgn0036814		38.3237	38.1429	42.1171	42.3313	16.3014	18.3847	16.8935
FBgn0035034		0	0	0.107498	0	0.0849517	0	0.190305
FBgn0033791		0	0	0	0	0.0132242	0	0
FBgn0036815		144.749	157.376	158.564	204.255	187.452	189.388	200.084
FBgn0035035		39.3007	32.7318	32.4548	32.8871	31.0362	31.1368	32.5216
FBgn0033792		0	0	0	0.0263187	0	0	0
FBgn0028496		0.599186	0.468664	0.441499	0.309506	0.361959	0.412371	0.448812
FBgn0036816		121.333	120.508	120.117	133.925	89.8994	99.464	93.8444
FBgn0035036		30.2424	26.042	26.5397	27.8016	21.3622	22.336	19.5546
FBgn0033793		0	0	0	0.196315	0	0	0
FBgn0028497		24.0624	23.6556	25.1564	28.4973	17.1209	16.2498	18.2479
FBgn0040333		0.591488	0.669511	0.47217	0.171019	0.750998	1.03064	0.537359
FBgn0036817		0	0	0	0	0	0.0678785	0
FBgn0033794		0	0.028917	0	0	0	0	0.025788
FBgn0040334		14.7069	15.3964	15.9292	14.4369	10.0596	10.9393	11.9448
FBgn0036818		32.9359	27.5805	32.6164	40.1151	21.8342	23.8971	21.3727
FBgn0028499		8.9601	9.4705	8.55975	8.85772	10.0161	8.5152	9.93096
FBgn0085271		43.1586	42.9672	37.7523	58.0012	58.079	49.1479	53.4668
FBgn0036819		19.2381	18.7036	18.5162	21.0422	21.4311	21.0675	23.0616
FBgn0035039		42.5061	37.431	40.7473	41.5171	34.8735	38.692	35.9448
FBgn0040336		26.7347	25.538	23.9788	27.3266	25.9954	25.8222	26.0538
FBgn0085273		0.790581	0.805379	0.238938	0.187745	0.213745	0.0890443	0.239411
FBgn0040337		32.3084	29.8987	30.9905	33.9025	24.5398	26.9788	26.2246
FBgn0033798		7.40072	5.28791	4.86347	4.27875	4.1557	4.81303	3.40094
FBgn0085274		0	0	0	0	0	0	0
FBgn0040338		0.279565	0	0.286933	0	0	0.213861	0.761944
FBgn0033799		30.5982	37.4934	36.0477	41.342	33.944	32.5404	37.1802
FBgn0040339		139.931	127.33	132.959	172.383	150.738	166.42	145.664
FBgn0085276		0	0	0	0	0	0	0
FBgn0085277		0	0	0	0	0	0	0
FBgn0037680		44.3302	54.682	49.6903	62.9747	59.6178	66.2807	61.3438
FBgn0010660		65.6611	62.8393	67.7134	65.7568	53.8122	56.0513	55.7419
FBgn0031600		65.3104	61.7247	64.6658	72.8047	60.8965	60.373	59.8323
FBgn0266346		1.26083	1.01353	0.947301	1.07156	1.44029	1.2834	1.23916
FBgn0085279		38.341	76.0953	51.2325	51.8835	75.143	86.1706	85.1529
FBgn0031601		46.0031	57.156	54.9921	67.8617	55.1644	58.3762	58.3466
FBgn0266347		25.0014	30.5815	31.7775	46.5056	31.5145	39.2971	33.9218
FBgn0037683		1.6912	1.17155	1.31919	0.963896	1.04251	1.13848	1.41352
FBgn0031602		0.80452	0.953936	0.840071	0.714109	0.663238	0.665891	0.718914
FBgn0037684		0.816604	0.207576	0.487106	0.211248	0.83805	0.685379	0.370937
FBgn0031603		20.9682	21.7497	30.6659	43.2233	21.5511	24.6651	22.7275
FBgn0037685		0.224306	0.228504	0.076739	0.21307	0.121288	0.285981	0.271705
FBgn0031604		50.9211	50.3751	54.1912	54.7574	58.8376	57.5446	59.6731
FBgn0037686		2625.24	2133.83	2390.62	2133.91	1539.02	1400.24	1481.42
FBgn0026309		28.1918	30.3666	31.5495	36.5819	26.0053	27.9271	28.4713
FBgn0037687		29.93	37.4143	34.8877	34.5079	40.2999	41.1623	41.7314
FBgn0031606		35.9695	33.9796	35.3363	31.7455	28.2091	27.9265	29.2213
FBgn0063923		6.6778	4.35812	4.77689	5.47832	4.92393	6.34676	6.0667
FBgn0037688		37.8266	34.652	34.4258	37.9509	36.4181	37.4063	33.6593
FBgn0031607		25.8048	21.6274	24.9442	22.1527	27.5976	24.388	27.4046
FBgn0037689		14.7811	15.1594	15.4193	17.0803	6.43951	7.46906	6.78542
FBgn0031608		35.6809	40.4676	32.4731	32.2626	33.5717	34.1015	34.623
FBgn0031609		48.312	44.7355	46.1527	51.9842	46.049	55.8449	53.9855
FBgn0000150		3444.29	3019.98	3269.35	2326.4	3375.67	3156.46	3307.61
FBgn0028950		0.0929013	0.567842	0.476748	0.463302	0.45211	0.426405	0.421998
FBgn0000152		17.5322	17.2637	15.0848	17.1003	16.0697	17.3716	17.6353
FBgn0028952		14.2531	14.0086	14.1751	18.4098	9.40236	10.2163	9.78353
FBgn0000153		1.96666	1.81083	1.8244	1.40111	2.08596	2.48813	1.6496
FBgn0028953		139.051	139.914	149.743	117.51	46.2143	54.7459	47.2111
FBgn0032470		0.238511	0.283472	0.285596	0.311526	0.161212	0.121637	0.108342
FBgn0032471		0	0.0587423	0.0197275	0.0136937	0	0	0.017462
FBgn0028955		20.279	21.6305	22.4695	22.294	19.2976	18.5636	19.8757
FBgn0032472		5.21193	1.76983	3.20957	6.68368	4.22736	2.39221	1.89399
FBgn0028956		8.09609	8.5558	8.21227	8.78453	7.69002	8.21304	8.21258
FBgn0046873		0	0	0	0	0	0	0
FBgn0032473		0	0	0	0.0240926	0.027429	0.0776084	0.0614451
FBgn0000157		0.0505715	0.0757257	0.22888	0.0529582	0.0410182	0.028432	0.0229718
FBgn0050390		24.2539	30.0283	29.9807	31.5316	29.221	31.3517	30.1565
FBgn0046874		3.5053	3.29376	3.42279	2.86663	2.03406	2.71789	2.13803
FBgn0032474		95.317	81.3837	80.8102	95.4843	88.9343	93.5224	97.5593
FBgn0000158		37.154	37.3653	32.9009	38.3503	32.6933	33.2471	36.5798
FBgn0050391		0	0.0557247	0	0	0.0887349	0.0418449	0
FBgn0046875		0.198515	0	0	0	0.322028	0	0
FBgn0032475		86.0121	85.6078	88.5329	88.4765	63.9254	69.1229	65.0746
FBgn0050392		57.3083	60.0279	55.1531	73.2423	75.0414	76.582	72.8021
FBgn0046876		0	0.31918	0.321572	0.148811	0	0.0798929	0
FBgn0032476		49.3743	50.0697	50.0761	55.2124	49.5215	52.4453	50.0803
FBgn0050393		0	0.146786	0	0	0.175304	0	0.130903
FBgn0032477		15.4793	16.2054	15.2178	17.1375	11.6364	12.0888	11.8087
FBgn0050394		33.6049	35.2334	33.4622	17.8156	24.9776	28.7639	26.9182
FBgn0046878		0.104737	0.426791	0.214995	0.298473	0.339807	0.48073	0.475762
FBgn0032478		0.58284	0.98701	1.56285	1.22757	1.49064	1.529	1.61206
FBgn0266801		2.06837	2.29841	2.23589	1.309	1.09954	1.19678	0.988939
FBgn0050395		0	0	0	0	0	0	0
FBgn0046879		0	0	0	0	0	0	0.089635
FBgn0032479		96.822	95.3056	96.4347	102.324	83.8465	87.9505	86.2051
FBgn0263780		2.17644	2.37355	2.735	4.5828	3.3927	3.05994	3.58848
FBgn0085736		3.63408	2.61866	2.14682	13.4954	7.23888	3.44305	3.17912
FBgn0050398		0.706434	1.07949	0.906315	1.1324	0.71623	0.540406	0.48134
FBgn0036360		0	0	0.03218	0.0223374	0	0	0.0284844
FBgn0263782		30.3985	29.1341	28.989	23.8817	27.3869	28.1554	28.2578
FBgn0036361		0	0	0.0912925	0	0	0	0
FBgn0004045		1298.81	1108.84	1222.42	1026.33	835.552	808.289	770.785
FBgn0036362		0	0	0.111157	0	0	0	0
FBgn0036363		0	0	0	0.0678222	0	0	0
FBgn0004047		751.17	664.446	694.913	586.816	606.273	581.452	611.289
FBgn0036364		1.18957	0.550837	0.665958	0.693402	0.789427	1.2409	0.982465
FBgn0036365		23.5382	21.4053	23.7592	20.6226	9.95701	10.9989	10.161
FBgn0004049		52.5144	51.1039	56.7375	56.6167	25.3768	27.2948	24.4133
FBgn0036366		57.4512	51.5296	52.4986	49.5532	46.5132	48.6685	47.3338
FBgn0036367		0.407856	0.415491	0.418605	0.0726425	0.0827023	0	0.370532
FBgn0036368		7.93852	8.00918	7.79349	8.08111	8.06862	7.83352	8.20999
FBgn0036369		2.77369	2.19036	2.46394	2.23168	1.17916	1.77221	1.78879
FBgn0000611		104.603	122.467	112.211	136.305	114.37	121.398	118.141
FBgn0031150		21.6525	26.6147	25.4819	31.0407	19.0411	20.2583	18.4401
FBgn0000615		650.241	677.656	652.188	471.519	707.029	698.514	729.173
FBgn0000617		55.6925	47.9382	47.8096	52.9969	18.3129	26.362	23.8225
FBgn0032934		36.4804	32.4183	34.105	38.2386	38.1082	38.811	39.5317
FBgn0000618		46.1835	57.1473	54.3494	58.9147	79.0369	74.913	73.1504
FBgn0032935		17.9032	15.9185	17.2466	10.0975	15.763	15.7979	15.3374
FBgn0031155		0.142684	0.0726774	0	0	0.173595	0.10915	0
FBgn0031157		7.76434	6.04012	8.40364	8.24707	7.04187	6.04754	6.5408
FBgn0058178		11.8552	14.9271	13.2812	19.117	18.7307	21.1139	18.8808
FBgn0032938		59.2736	63.7537	62.6019	74.2684	60.1665	63.7547	63.1246
FBgn0031159		0.101688	0.113951	0.0939312	0.036223	0.0824786	0.0544524	0.0831441
FBgn0036820		80.1074	98.2619	84.5024	108.726	89.7912	86.5301	88.1067
FBgn0035040		2.36516	6.44492	3.84615	4.6721	5.47308	6.22123	5.54869
FBgn0036821		2.59966	2.86691	2.89937	3.07784	1.30939	1.37607	1.08948
FBgn0035041		0.0551246	0.0280782	0.0565774	0.0392726	0.0223556	0.126507	0.10016
FBgn0036822		0.135351	1.51673	1.11134	1.06071	1.64673	1.76018	2.09039
FBgn0035042		0	0	0	0	0	0	0.0837615
FBgn0035043		0.80902	0.274721	0.221424	0.576373	0.21873	0.206294	0.244995
FBgn0004507		274.247	249.766	260.932	263.403	190.832	188.012	191.438
FBgn0040340		65.4207	59.3242	64.6331	63.3045	58.6814	61.6552	58.4669
FBgn0036824		163.446	148.741	154.9	123.184	124.084	125.194	125.061
FBgn0035044		48.9821	48.6129	42.6284	53.1542	60.4128	50.0247	54.0188
FBgn0040341		0.645045	0.438079	0.772385	0	0.174397	0	0.195338
FBgn0036825		3530.74	3111.88	3341.24	2840.58	3434.04	3064.34	3323.31
FBgn0004509		46.7248	49.7415	52.8745	52.7045	35.4222	39.0125	39.2118
FBgn0262467		96.0962	98.0723	91.035	110.445	106.96	108.003	104.541
FBgn0040342		0.54416	0.332608	0.614351	0.155071	0.264819	0.208135	0.543799
FBgn0036826		36.0769	41.71	44.1944	59.922	50.8005	58.2715	51.6141
FBgn0035046		163.438	150.807	159.037	139.502	187.118	163.375	174.037
FBgn0040343		0.488434	0.995153	0.572825	0	0.396165	0.18682	0.221868
FBgn0036827		40.8973	39.8004	49.6891	77.7136	42.8374	45.1153	40.5994
FBgn0035047		47.4509	42.7957	42.5866	54.7399	45.7922	48.6627	49.0782
FBgn0085280		0	0	0	0	0	0	0
FBgn0040344		29.0344	28.3891	29.0204	22.74	23.4726	25.985	24.8085
FBgn0036828		43.7786	40.8576	40.8498	35.851	43.7939	42.8343	46.123
FBgn0040345		0.797763	0.812696	0.682323	0.331539	1.02451	0.610271	0.724757
FBgn0036829		0	0	0	0.0247029	0	0	0.0315007
FBgn0035049		0.978586	1.52861	1.49662	1.02319	0.856943	1.02864	0.594168
FBgn0085282		0	0.788391	1.5886	0.918926	0	0.986699	1.1718
FBgn0040346		70.3516	68.3231	75.7473	72.4847	79.2718	77.3196	81.7119
FBgn0085283		0.567241	1.73358	2.91095	0.404121	1.38026	1.30178	1.54599
FBgn0040347		66.6682	66.085	69.5779	72.192	65.5514	65.6329	64.8181
FBgn0085284		32.6016	33.8269	31.8084	32.1156	41.2967	41.2579	45.707
FBgn0040348		1.11608	1.13756	0.916389	0.386266	0.646294	0.51202	0.550659
FBgn0085285		0.260578	0.929095	0.534891	0.0928222	0.31703	0.797345	0.828561
FBgn0040349		4.92687	4.90237	3.76314	3.10192	5.01843	3.59365	4.78828
FBgn0266354		1.08668	1.00944	0.690804	0.517071	0.454932	0.616296	0.537082
FBgn0085287		0.173147	0.529163	0	0	0	0.132453	0.157301
FBgn0037690		0	0.146477	0	0.0341458	0.0388744	0.0733283	0
FBgn0026313		49.7023	47.6507	48.3939	46.6583	36.7621	42.0163	38.4336
FBgn0085288		0.203132	0.206935	0.416971	0	0.0549197	0.103594	0.307572
FBgn0031610		27.5	29.123	25.3092	33.7152	26.2268	33.474	29.4858
FBgn0026314		2.93347	2.63382	2.50048	3.32967	3.71012	3.49917	3.92977
FBgn0085289		0	0	0	0	0	0	0
FBgn0031611		9.98284	8.75478	9.20648	8.69944	8.07354	9.42959	9.12185
FBgn0026315		7.73059	7.45088	8.6945	9.30014	8.82338	10.4818	9.71464
FBgn0026316		99.3743	107.609	109.084	138.101	101.945	111.82	108.932
FBgn0031613		0	0.497577	0	0.173988	0	0.747282	0
FBgn0026317		60.6422	57.7638	62.5655	63.6698	16.6685	22.7027	20.2528
FBgn0037696		24.8484	27.6148	22.974	30.7971	22.6529	22.7002	24.6267
FBgn0026319		3.42029	3.6913	3.26713	3.10311	1.75789	2.27967	1.96897
FBgn0037697		0.254766	0.0865117	0.0750354	0.121003	0.275519	0.454744	0.231452
FBgn0037698		0.624908	1.14458	0.987484	0.273322	0.693519	0.924799	0.938741
FBgn0031617		0	0	0	0	0	0	0
FBgn0031619		0	0	0	0	0	0	0
FBgn0001941		112.511	117.277	115.33	130.784	77.0881	87.01	77.4238
FBgn0035501		0.250059	0.192528	0.213875	0.134643	0.229933	0.0722866	0.257543
FBgn0001942		1430.95	1441.1	1428.71	1719.32	1681.12	1639.38	1717.08
FBgn0028962		21.5211	19.0237	20.2806	22.1562	22.9349	22.1662	22.7079
FBgn0000163		36.422	39.9392	39.8004	21.0955	30.0379	32.8095	31.1037
FBgn0028963		0	0	0	0	0	0	0
FBgn0046880		0.197443	0	0	0	0	0	0
FBgn0032480		32.9341	32.8195	34.2213	16.8574	36.6593	35.8922	35.6966
FBgn0035504		0.0289015	0.0883274	0.0593263	0.0411807	0.0468836	0.0442179	0
FBgn0032481		36.4956	34.9879	38.4752	22.863	22.3439	25.7836	24.7503
FBgn0028965		61.9568	54.3557	61.979	63.102	64.5598	60.649	58.34
FBgn0040801		0	0	0	0	0	0	0
FBgn0035505		0.206636	0.112374	0.113216	0.0841226	0.0768121	0.120503	0.100214
FBgn0032482		106.25	116.487	106.788	137.21	114.966	117.261	115.328
FBgn0000166		95.9676	104.896	102.408	106.319	66.1757	77.2319	68.904
FBgn0032483		2.69515	2.7456	4.5508	1.23878	4.16048	4.92154	5.29193
FBgn0032484		0.0321529	0	0	0	0	0	0
FBgn0028968		67.4693	66.1347	66.3648	66.7571	51.7889	55.2515	54.2541
FBgn0046885		0	0	0	0	0.0571407	0	0.128004
FBgn0035508		0.627761	0.182717	0.490899	0.021297	0.169724	0.0914709	0.135789
FBgn0032485		56.1822	58.0083	56.0016	63.7866	50.1637	53.0707	53.0904
FBgn0028969		79.4573	80.0499	77.2441	86.415	77.243	78.7033	78.5158
FBgn0046886		0	0	0.0731508	0	0	0	0
FBgn0040805		2.96579	4.95298	5.23359	5.40819	5.77299	5.53413	5.27903
FBgn0032486		32.2765	30.6193	25.1224	30.1754	23.4542	26.8937	25.2895
FBgn0046887		0	0	0	0.0515298	0.0586659	0	0.0657103
FBgn0032487		35.7203	37.8742	35.9135	47.1129	46.6263	46.6045	52.6981
FBgn0046888		0	0	0	0	0.0574727	0	0
FBgn0032488		52.3038	52.8417	54.8181	68.3554	52.9218	51.7164	49.9653
FBgn0004050		43.4054	43.6786	50.8988	47.3042	45.5904	47.579	49.2614
FBgn0032489		0.160604	0	0.164837	0.22884	0	0	0.145907
FBgn0040809		0	0	0.187003	0	0	0	0
FBgn0004052		0	0	0	0.206212	0	0.294121	0
FBgn0004053		1.44059	1.39767	0.985704	1.51505	0.612047	0.524771	0.810183
FBgn0004054		0.199209	0	0	0	0	0	0
FBgn0004055		11.8032	14.2313	13.1432	15.2975	14.1898	15.2631	14.6304
FBgn0036372		76.2342	70.5628	71.3856	83.9158	60.8782	64.2563	66.3383
FBgn0036373		53.8998	49.2863	56.2521	43.7459	39.1895	41.3623	40.548
FBgn0004057		21.6304	18.4118	19.8983	16.3449	8.87894	9.2788	8.64453
FBgn0036374		34.3966	36.5842	40.4734	31.4523	18.5469	20.0274	18.6122
FBgn0036376		73.8747	77.1781	76.4764	81.1675	50.3443	56.4459	52.6479
FBgn0036377		0.36034	0.214133	0.277377	0.213932	0.097423	0.206739	0.190962
FBgn0261602		2560.28	2418.86	2436.9	2110.15	2035.18	1977.15	2078.37
FBgn0032940		61.5699	67.2646	69.0341	81.3739	49.2349	54.2351	53.4006
FBgn0052100		20.589	23.3553	23.1691	25.8905	23.112	23.0376	25.5399
FBgn0031161		37.0937	36.8962	36.5811	37.5855	31.4863	34.1172	31.8009
FBgn0000625		0.241515	0.246095	0.12394	0	0.0244864	0.0692826	0.0800665
FBgn0261606		5179.56	5230.69	5615.99	5251.97	7410.54	6651.54	7091.7
FBgn0052102		0	0	0	0	0	0	0
FBgn0032943		18.3375	23.4459	20.9777	27.7465	23.2862	27.2518	27.5604
FBgn0031163		0.0765682	0.0780014	0.157172	0.0545497	0	0.117146	0.208683
FBgn0267689		0	0	0	0.118123	0	0	0
FBgn0261608		2776.51	2753.6	2551.31	2684.48	3219.6	3042.67	3178.81
FBgn0052103		79.3786	81.3068	83.1154	81.2412	65.2863	68.0552	65.0681
FBgn0031164		0.569326	0.34799	1.05179	0.0811213	0.554132	0.261313	0.517225
FBgn0261609		261.023	223.554	241.758	263.401	244.19	243.128	252.431
FBgn0052104		14.7252	15.9201	15.7237	18.1615	11.9768	14.2924	13.7876
FBgn0032945		0.535052	0.631368	0.53318	0.40374	0.607112	0.556715	0.582863
FBgn0000629		53.1719	53.0147	53.0139	64.9991	59.6704	59.4226	62.1285
FBgn0052105		0.0899551	0.0305458	0.0307749	0.0427246	0.170244	0.0688388	0.0817223
FBgn0032946		0.610379	0.904444	0.740368	0.742349	0.720108	0.9763	0.453699
FBgn0052106		0.0170289	0	0.0174777	0	0	0.0390803	0.0154705
FBgn0052107		0	0	0.0406842	0	0.0160757	0.0303233	0.018006
FBgn0031168		3.00919	1.83931	1.62146	0.214385	0.793239	1.15098	0.820143
FBgn0004510		40.8092	40.9244	44.4424	52.5516	47.2544	47.7762	45.3176
FBgn0063485		49.4156	54.1608	58.7628	70.8508	27.0896	29.4819	28.672
FBgn0032949		215.28	277.264	271.684	432.973	294.068	329.166	303.898
FBgn0031169		0.117006	0.127325	0.156786	0.1485	0.236541	0.169975	0.13878
FBgn0004511		0.176323	0.0577232	0.0387775	0.0134604	0.0154403	0.0144518	0.0343168
FBgn0052109		19.6393	22.1761	20.3657	32.7695	27.3111	27.5911	29.091
FBgn0004512		0.990106	0.608895	0.620158	0.529057	0.764111	0.849941	1.02902
FBgn0004513		0.799615	0.757751	0.725259	0.715402	0.693811	0.739714	0.709545
FBgn0036830		0	0	0	0	0	0	0
FBgn0035050		0	0.0529159	0	0	0	0	0
